,Suburb,Address,Rooms,Housewithrooms,Housewithrooms1,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3657,North Melbourne,1/150 Peel St,2,Unit,unit with 2,541000,S,Nelson,15/07/2017,1.8,3051,2,1,1,0,53,2004,Melbourne,-37.8044,144.95657,Northern Metropolitan,6821
3658,Northcote,179 Arthurton Rd,3,House,house with 3,1307500,S,Ray,15/07/2017,5.3,3070,3,2,0,258,124,1920,Darebin,-37.76788,144.98621,Northern Metropolitan,11364
3659,Northcote,15 Bird Av,3,House,house with 3,1100000,PI,Collins,15/07/2017,5.3,3070,3,1,2,449,,1940,Darebin,-37.76198,144.99087,Northern Metropolitan,11364
3660,Northcote,182 Separation St,3,House,house with 3,1050000,VB,Nelson,15/07/2017,5.3,3070,3,1,2,530,,,Darebin,-37.77062,145.00891,Northern Metropolitan,11364
3661,Northcote,8 Swift St,3,House,house with 3,1800000,VB,McGrath,15/07/2017,5.3,3070,3,1,2,771,,1950,Darebin,-37.76631,145.01699,Northern Metropolitan,11364
3662,Northcote,73 Westbourne Gr,3,House,house with 3,1550000,VB,Nelson,15/07/2017,5.3,3070,3,2,2,422,,,Darebin,-37.77348,144.99206,Northern Metropolitan,11364
3663,Oak Park,21 Marie St,3,House,house with 3,970000,S,Nelson,15/07/2017,11.2,3046,3,2,2,701,,,Moreland,-37.71755,144.91663,Northern Metropolitan,2651
3664,Oak Park,4 School Ct,4,House,house with 4,1453000,S,Eview,15/07/2017,11.2,3046,4,2,2,525,,,Moreland,-37.71467,144.92528,Northern Metropolitan,2651
3665,Officer,24 Henrietta Av,4,House,house with 4,559000,SP,Ray,15/07/2017,43.3,3809,4,2,2,480,,2015,Cardinia,-38.07054,145.42554,Eastern Victoria,2768
3666,Pakenham,4 Toorang Ct,4,House,house with 4,435000,S,C21,15/07/2017,47.3,3810,4,2,2,553,553,2005,Cardinia,-38.08699,145.48273,Eastern Victoria,17384
3667,Parkdale,1/6 Birdwood St,3,Townhouse,townhouse with 3,1190000,PI,Hodges,15/07/2017,21.5,3195,3,2,2,0,131,2013,Kingston,-37.99577,145.07215,South-Eastern Metropolitan,5087
3668,Parkdale,4/25 White St,1,Townhouse,townhouse with 1,503750,SP,Barry,15/07/2017,21.5,3195,1,1,1,80,88,2007,Kingston,-37.99825,145.08696,South-Eastern Metropolitan,5087
3669,Pascoe Vale,30 Irvine St,2,House,house with 2,962000,S,D'Aprano,15/07/2017,8.5,3044,2,1,2,624,,,Moreland,-37.73261,144.94221,Northern Metropolitan,7485
3670,Pascoe Vale,8 Sunbeam St,3,Townhouse,townhouse with 3,629000,S,Ray,15/07/2017,8.5,3044,3,2,2,495,,,Moreland,-37.71962,144.95061,Northern Metropolitan,7485
3671,Pascoe Vale,17 Wicklow St,3,House,house with 3,881000,S,Brad,15/07/2017,8.5,3044,3,1,1,480,,,Moreland,-37.71893,144.94246,Northern Metropolitan,7485
3672,Preston,7 Kenneth St,4,House,house with 4,1060500,S,RW,15/07/2017,8.4,3072,4,2,4,490,130,,Darebin,-37.74125,145.02031,Northern Metropolitan,14577
3673,Preston,21 Wurruk Av,4,House,house with 4,990000,VB,Nelson,15/07/2017,8.4,3072,4,2,2,500,,,Darebin,-37.7324,145.00622,Northern Metropolitan,14577
3674,Reservoir,4/23 Compton St,2,Unit,unit with 2,652000,S,Love,15/07/2017,12,3073,2,1,1,260,,1970,Darebin,-37.71377,145.00214,Northern Metropolitan,21650
3675,Reservoir,66 Crookston Rd,3,House,house with 3,953000,S,Ray,15/07/2017,12,3073,3,1,2,743,115,1970,Darebin,-37.70964,145.0171,Northern Metropolitan,21650
3676,Reservoir,6/767 High St,2,Unit,unit with 2,468000,S,Nelson,15/07/2017,12,3073,2,1,1,0,81,2012,Darebin,-37.72919,145.00533,Northern Metropolitan,21650
3677,Reservoir,2/27 Horton St,2,Townhouse,townhouse with 2,710000,S,Raine,15/07/2017,12,3073,2,2,1,126,138,2013,Darebin,-37.72357,144.98562,Northern Metropolitan,21650
3678,Reservoir,11B Mahoneys Rd,3,House,house with 3,550000,VB,Ray,15/07/2017,12,3073,3,1,2,1723,,,Darebin,-37.69484,145.00854,Northern Metropolitan,21650
3679,Reservoir,107 McFadzean Av,3,House,house with 3,725000,S,Nelson,15/07/2017,12,3073,3,1,2,579,,,Darebin,-37.70158,144.99655,Northern Metropolitan,21650
3680,Reservoir,106 Miranda Rd,3,House,house with 3,880000,S,Harrington,15/07/2017,12,3073,3,2,3,743,,,Darebin,-37.70646,145.01656,Northern Metropolitan,21650
3681,Reservoir,1/118 Rathcown Rd,2,Unit,unit with 2,502000,SP,Barry,15/07/2017,12,3073,2,1,2,230,69,2015,Darebin,-37.709,145.02014,Northern Metropolitan,21650
3682,Reservoir,57 Southernhay St,3,House,house with 3,1175000,S,Barry,15/07/2017,12,3073,3,1,4,545,,,Darebin,-37.72561,145.00922,Northern Metropolitan,21650
3683,Richmond,107/61 Stawell St,1,Unit,unit with 1,432000,SP,Biggin,15/07/2017,2.4,3121,1,1,1,7455,,,Yarra,-37.82201,145.0104,Northern Metropolitan,14949
3684,Richmond,201/65 Stawell St,2,Unit,unit with 2,800000,VB,hockingstuart,15/07/2017,2.4,3121,2,2,2,0,89,2008,Yarra,-37.82201,145.0104,Northern Metropolitan,14949
3685,Rowville,3 Barwon Ct,3,House,house with 3,735000,S,Barry,15/07/2017,23.5,3178,3,2,1,721,143,1984,Knox,-37.91713,145.24706,South-Eastern Metropolitan,11667
3686,Rowville,2 Wallingford Pl,3,House,house with 3,755000,S,Harcourts,15/07/2017,23.5,3178,3,2,2,551,178,2003,Knox,-37.94266,145.24662,South-Eastern Metropolitan,11667
3687,Roxburgh Park,16 Reading Cl,3,House,house with 3,537000,S,Raine,15/07/2017,20.6,3064,3,2,2,640,156,1994,Hume,-37.63799,144.92924,Northern Metropolitan,5833
3688,Seaford,14/10 Claude St,2,Townhouse,townhouse with 2,386000,S,hockingstuart,15/07/2017,35.4,3198,2,1,1,150,106,1970,Frankston,-38.12477,145.13668,South-Eastern Metropolitan,8077
3689,Seaford,10 Maple St,4,House,house with 4,763000,S,U,15/07/2017,35.4,3198,4,2,4,611,184.75,1980,Frankston,-38.10226,145.14459,South-Eastern Metropolitan,8077
3690,Seaford,54 Rosslyn Av,3,House,house with 3,725000,S,Ray,15/07/2017,35.4,3198,3,1,1,769,,,Frankston,-38.118,145.13015,South-Eastern Metropolitan,8077
3691,Seaford,210 Seaford Rd,4,House,house with 4,768000,S,Buxton,15/07/2017,35.4,3198,4,2,3,542,170,1970,Frankston,-38.11161,145.15011,South-Eastern Metropolitan,8077
3692,South Morang,16/74 Thomas St,2,Townhouse,townhouse with 2,345000,SP,Harcourts,15/07/2017,20.5,3752,2,1,1,305,131,1999,Whittlesea,-37.6522,145.09261,Northern Metropolitan,7969
3693,Springvale,13 Kallista Rd,3,House,house with 3,760000,S,Win,15/07/2017,20.8,3171,3,1,1,593,,,Greater Dandenong,-37.95743,145.14625,South-Eastern Metropolitan,7412
3694,Thomastown,52 Richardson St,3,House,house with 3,508000,S,Harcourts,15/07/2017,15.3,3074,3,2,1,189,,,Whittlesea,-37.68159,145.0371,Northern Metropolitan,7955
3695,Thornbury,54 Swift St,3,House,house with 3,1236000,S,hockingstuart,15/07/2017,7,3071,3,1,1,508,,,Darebin,-37.76202,145.01772,Northern Metropolitan,8870
3696,Thornbury,12/45 Woolton Av,1,Unit,unit with 1,328000,S,Woodards,15/07/2017,7,3071,1,1,1,1047,,1970,Darebin,-37.76105,144.99532,Northern Metropolitan,8870
3697,Waterways,7 Portland Pl,4,House,house with 4,1265000,S,Ray,15/07/2017,21.5,3195,4,2,2,604,,,Kingston,-38.01347,145.12675,South-Eastern Metropolitan,709
3698,Watsonia,2/63 Devonshire Rd,2,Unit,unit with 2,604000,S,Ray,15/07/2017,14.5,3087,2,1,1,151,,,Banyule,-37.71298,145.08115,Northern Metropolitan,2329
3699,Watsonia,1/34 Longmuir Rd,2,Unit,unit with 2,655000,S,Darren,15/07/2017,14.5,3087,2,1,1,298,98,1975,Banyule,-37.71098,145.08926,Northern Metropolitan,2329
3700,Watsonia North,280 Grimshaw St,3,House,house with 4,740000,SP,Barry,15/07/2017,14.5,3087,4,1,2,909,,,Banyule,-37.70255,145.08578,Northern Metropolitan,1442
3701,West Melbourne,310/53 Batman St,1,Unit,unit with 1,380000,SP,MICM,15/07/2017,3.1,3003,1,1,0,68,,,Melbourne,-37.81096,144.95147,Northern Metropolitan,2230
3702,West Melbourne,74 Dudley St,4,House,house with 4,1900000,VB,Whiting,15/07/2017,3.1,3003,4,1,2,168,,,Melbourne,-37.80884,144.95291,Northern Metropolitan,2230
3703,Westmeadows,27 Eyre St,3,House,house with 3,800000,S,YPA,15/07/2017,16.5,3049,3,2,2,898,142,1985,Hume,-37.67823,144.90002,Northern Metropolitan,2474
3704,Wheelers Hill,994 Waverley Rd,5,House,house with 5,1090000,S,Ray,15/07/2017,16.7,3150,5,2,2,698,246,1978,Monash,-37.8921,145.19118,South-Eastern Metropolitan,7392
3705,Wollert,24 Edenvale Bvd,4,House,house with 4,530000,SP,hockingstuart,15/07/2017,25.5,3750,4,2,2,448,155,2011,Whittlesea,-37.61944,145.01243,Northern Metropolitan,2940
3706,Abbotsford,101 Charles St,2,House,house with 2,911000,S,Purplebricks,22/07/2017,3,3067,2,1,0,141,,,Yarra,-37.80586,144.99499,Northern Metropolitan,4019
3707,Abbotsford,133 Yarra St,2,House,house with 2,1190000,S,Biggin,22/07/2017,3,3067,2,2,1,147,175,2000,Yarra,-37.80269,145.0001,Northern Metropolitan,4019
3708,Aspendale,14 Ebb St,3,House,house with 4,970000,VB,hockingstuart,22/07/2017,21.5,3195,4,2,2,612,154,1960,Kingston,-38.01596,145.09932,South-Eastern Metropolitan,2824
3709,Aspendale Gardens,12 Pacific Dr,4,House,house with 4,840000,VB,Barry,22/07/2017,21.5,3195,4,2,2,383,,,Kingston,-38.01958,145.12356,South-Eastern Metropolitan,2243
3710,Beaconsfield,12 Windsor Dr,4,House,house with 4,670000,SP,Harcourts,22/07/2017,39,3807,4,2,2,900,244,2005,Cardinia,-38.05614,145.38464,Eastern Victoria,2332
3711,Berwick,2 Northgate Dr,4,House,house with 4,775000,VB,O'Brien,22/07/2017,35.2,3806,4,2,2,520,,,Casey,-38.06486,145.35031,Eastern Victoria,17093
3712,Berwick,5 Russel Av,3,House,house with 3,755000,S,O'Brien,22/07/2017,35.2,3806,3,2,2,840,,,Casey,-38.02621,145.34635,Eastern Victoria,17093
3713,Broadmeadows,39 Blair St,1,House,house with 1,1100000,VB,Stockdale,22/07/2017,14,3047,1,1,1,1312,,,Hume,-37.6821,144.92773,Northern Metropolitan,4294
3714,Broadmeadows,82 Cuthbert St,3,House,house with 3,450000,S,YPA,22/07/2017,14,3047,3,1,1,0,100,1960,Hume,-37.6841,144.92818,Northern Metropolitan,4294
3715,Broadmeadows,4 Holberry St,3,House,house with 3,560000,S,YPA,22/07/2017,14,3047,3,1,1,639,,,Hume,-37.69142,144.93025,Northern Metropolitan,4294
3716,Brunswick,148 Donald St,3,House,house with 3,1120000,S,Raine,22/07/2017,5.2,3056,3,1,1,322,107,1920,Moreland,-37.75887,144.97326,Northern Metropolitan,11918
3717,Brunswick,54 Dunstan Av,2,House,house with 2,1110000,S,Jellis,22/07/2017,5.2,3056,2,1,0,196,101,1922,Moreland,-37.75815,144.97366,Northern Metropolitan,11918
3718,Brunswick,9 First Av,3,House,house with 3,1260000,S,Jellis,22/07/2017,5.2,3056,3,2,1,470,,,Moreland,-37.7556,144.95729,Northern Metropolitan,11918
3719,Brunswick,24 Mitchell St,4,House,house with 4,1790000,S,Nelson,22/07/2017,5.2,3056,4,3,6,733,238,1950,Moreland,-37.759,144.96623,Northern Metropolitan,11918
3720,Brunswick East,408/1 Brunswick Rd,1,Unit,unit with 1,390500,SP,Ray,22/07/2017,4,3057,1,1,1,0,49,2011,Moreland,-37.77883,144.9776,Northern Metropolitan,5533
3721,Bundoora,22 Alma Rd,4,House,house with 4,800000,SP,Ray,22/07/2017,12.1,3083,4,1,1,535,132,,Banyule,-37.69847,145.0601,Northern Metropolitan,10175
3722,Bundoora,43 Cheadle Cr,5,House,house with 5,999000,S,Ray,22/07/2017,12.1,3083,5,2,2,627,268,1991,Banyule,-37.69264,145.0799,Northern Metropolitan,10175
3723,Bundoora,398 Grimshaw St,3,House,house with 3,680000,S,Barry,22/07/2017,12.1,3083,3,1,3,539,,,Banyule,-37.7015,145.07548,Northern Metropolitan,10175
3724,Carlton,66 Palmerston St,3,House,house with 3,920000,S,Nelson,22/07/2017,1.6,3053,3,1,0,98,,,Melbourne,-37.79633,144.97269,Northern Metropolitan,6786
3725,Carlton North,51 Davis St,3,House,house with 3,1400000,VB,Jellis,22/07/2017,3.5,3054,3,2,0,107,,,Yarra,-37.79213,144.97207,Northern Metropolitan,3106
3726,Carrum,15A Riversdale Av,3,House,house with 3,825000,S,Ray,22/07/2017,31.2,3197,3,2,1,355,,,Kingston,-38.07196,145.13036,South-Eastern Metropolitan,1989
3727,Chelsea,1/15 Cross Rd,2,Unit,unit with 2,639000,S,Eview,22/07/2017,27,3196,2,1,2,278,104,1980,Kingston,-38.04602,145.1191,South-Eastern Metropolitan,3906
3728,Clifton Hill,11/165 Noone St,2,Unit,unit with 2,640000,SA,Nelson,22/07/2017,3.6,3068,2,2,1,533,110,2011,Yarra,-37.79443,144.99944,Northern Metropolitan,2954
3729,Coburg,35 Belgrave St,3,House,house with 3,1285000,S,Nelson,22/07/2017,6.7,3058,3,1,2,579,143,1930,Moreland,-37.74482,144.97499,Northern Metropolitan,11204
3730,Coburg,1B Crozier St,3,House,house with 3,890000,S,Peter,22/07/2017,6.7,3058,3,2,2,190,,2015,Moreland,-37.74978,144.97738,Northern Metropolitan,11204
3731,Collingwood,53 Mater St,2,House,house with 2,1080000,S,Nelson,22/07/2017,2,3066,2,1,0,0,94,1890,Yarra,-37.79589,144.98863,Northern Metropolitan,4553
3732,Craigieburn,42 Excelsior Hts,6,House,house with 6,1000000,S,YPA,22/07/2017,20.6,3064,6,3,2,752,40,,Hume,-37.57186,144.93495,Northern Metropolitan,15510
3733,Craigieburn,11 Heytesbury Cr,3,House,house with 3,607500,S,hockingstuart,22/07/2017,20.6,3064,3,2,2,654,185,1999,Hume,-37.6038,144.9226,Northern Metropolitan,15510
3734,Craigieburn,60 Northumberland Cct,3,House,house with 3,500000,S,Stockdale,22/07/2017,20.6,3064,3,2,2,448,150,2008,Hume,-37.58242,144.93001,Northern Metropolitan,15510
3735,Craigieburn,24 Paddington St,3,House,house with 3,515000,S,Ray,22/07/2017,20.6,3064,3,2,2,490,122.25,,Hume,-37.58025,144.92088,Northern Metropolitan,15510
3736,Craigieburn,70 Penhall Dr,3,House,house with 3,510000,S,Ray,22/07/2017,20.6,3064,3,2,2,350,161,2014,Hume,-37.56883,144.90887,Northern Metropolitan,15510
3737,Craigieburn,36 Serenity Wy,4,House,house with 4,592500,S,Ray,22/07/2017,20.6,3064,4,2,2,448,188,2011,Hume,-37.57635,144.91151,Northern Metropolitan,15510
3738,Craigieburn,6 Virtue Wy,4,House,house with 4,595000,S,Ray,22/07/2017,20.6,3064,4,2,2,420,,2015,Hume,-37.59386,144.90009,Northern Metropolitan,15510
3739,Dandenong,1 Caroline St,3,House,house with 3,669000,S,Stockdale,22/07/2017,24.7,3175,3,1,1,713,145,1960,Greater Dandenong,-37.98997,145.2254,South-Eastern Metropolitan,10894
3740,Dandenong,1462 Heatherton Rd,3,House,house with 3,880000,S,Barry,22/07/2017,24.7,3175,3,2,10,734,,,Greater Dandenong,-37.96969,145.21043,South-Eastern Metropolitan,10894
3741,Dandenong North,7 Belmont Av,3,House,house with 3,560000,S,Barry,22/07/2017,24.7,3175,3,1,2,630,,,Greater Dandenong,-37.96543,145.20339,South-Eastern Metropolitan,8322
3742,Dandenong North,7 Buchan St,5,House,house with 5,895000,S,Barry,22/07/2017,24.7,3175,5,2,4,779,186,1970,Greater Dandenong,-37.94465,145.21236,South-Eastern Metropolitan,8322
3743,Doveton,33 Kanooka Gr,2,House,house with 2,472500,S,C21,22/07/2017,28.8,3177,2,1,2,590,74,1960,Casey,-37.99715,145.23526,South-Eastern Metropolitan,3533
3744,East Melbourne,205/30 St Andrews Pl,1,Unit,unit with 1,895000,S,Kay,22/07/2017,1.3,3002,1,1,1,0,60,1990,Melbourne,-37.81177,144.97617,Northern Metropolitan,3040
3745,Edithvale,9a Ivan Av,2,Unit,unit with 2,724000,S,O'Brien,22/07/2017,27,3196,2,1,2,224,104,2000,Kingston,-38.0371,145.11717,South-Eastern Metropolitan,2546
3746,Epping,13 Anglers Dr,4,House,house with 4,600000,S,Stockdale,22/07/2017,19.6,3076,4,2,2,500,,,Whittlesea,-37.62756,145.03364,Northern Metropolitan,10926
3747,Epping,111 Duffy St,3,House,house with 3,410000,SP,hockingstuart,22/07/2017,19.6,3076,3,1,1,216,,,Whittlesea,-37.64151,145.02265,Northern Metropolitan,10926
3748,Epping,6 Shields St,3,House,house with 3,545000,S,hockingstuart,22/07/2017,19.6,3076,3,1,2,400,,,Whittlesea,-37.62894,145.00977,Northern Metropolitan,10926
3749,Fawkner,115 Lorne St,2,House,house with 2,830000,PI,Stockdale,22/07/2017,13.1,3060,2,1,1,779,102,1950,Moreland,-37.71532,144.96508,Northern Metropolitan,5070
3750,Flemington,15/60 Farnham St,2,Unit,unit with 2,505000,SP,Nelson,22/07/2017,3.4,3031,2,1,1,0,,,Moonee Valley,-37.78257,144.93106,Northern Metropolitan,3593
3751,Frankston,10 Yuluma Ct,4,House,house with 4,600500,S,Eview,22/07/2017,38,3199,4,2,2,580,,,Frankston,-38.13805,145.16668,South-Eastern Metropolitan,17055
3752,Frankston South,18 Blaxland Av,3,House,house with 3,665000,S,hockingstuart,22/07/2017,38,3199,3,1,1,642,,,Frankston,-38.16762,145.13545,South-Eastern Metropolitan,7566
3753,Glenroy,4/39 Clovelly Av,2,Unit,unit with 2,493000,S,Biggin,22/07/2017,11.2,3046,2,1,2,201,201,2000,Moreland,-37.70691,144.90934,Northern Metropolitan,8870
3754,Glenroy,8 Granville St,3,House,house with 3,940000,SP,Stockdale,22/07/2017,11.2,3046,3,2,5,627,173,1960,Moreland,-37.70198,144.92166,Northern Metropolitan,8870
3755,Glenroy,3/42 Harold St,2,Unit,unit with 2,435000,S,Nelson,22/07/2017,11.2,3046,2,1,1,144,73,2010,Moreland,-37.70628,144.92379,Northern Metropolitan,8870
3756,Greensborough,23 Bullanoo Ct,3,House,house with 3,725000,S,Buckingham,22/07/2017,16.1,3088,3,2,2,672,,,Nillumbik,-37.68989,145.10698,Northern Metropolitan,8524
3757,Greenvale,41A Simmington Cct,3,House,house with 3,476500,SP,Brad,22/07/2017,20.4,3059,3,1,1,321,,,Hume,-37.63995,144.89022,Northern Metropolitan,4864
3758,Hadfield,146 East St,4,House,house with 4,741000,S,Nelson,22/07/2017,11.2,3046,4,1,2,652,158,1960,Moreland,-37.70542,144.95127,Northern Metropolitan,2606
3759,Hadfield,99 Hilton St,3,House,house with 3,550000,S,Eview,22/07/2017,11.2,3046,3,1,2,325,100,1950,Moreland,-37.70325,144.94757,Northern Metropolitan,2606
3760,Jacana,12 Lorraine Cr,3,House,house with 3,528000,SP,RW,22/07/2017,14,3047,3,1,3,588,92,1960,Hume,-37.68306,144.90928,Northern Metropolitan,851
3761,Kurunjang,8 Carberry Dr,4,House,house with 4,362000,SP,hockingstuart,22/07/2017,31.7,3337,4,2,2,685,141,1970,Melton,-37.67277,144.59643,Northern Victoria,3553
3762,Kurunjang,44 Greenhills Dr,3,House,house with 3,330000,SP,PRDNationwide,22/07/2017,31.7,3337,3,1,1,654,,,Melton,-37.67195,144.5788,Northern Victoria,3553
3763,Lalor,60 Dickens St,3,House,house with 3,798000,SA,Harcourts,22/07/2017,16.3,3075,3,1,2,806,,1964,Whittlesea,-37.66871,145.01,Northern Metropolitan,8279
3764,Lalor,69 Monash St,3,House,house with 3,560000,S,Love,22/07/2017,16.3,3075,3,1,2,535,104,1970,Whittlesea,-37.6615,145.02761,Northern Metropolitan,8279
3765,Langwarrin,17/165 North Rd,3,Unit,unit with 3,447000,S,hockingstuart,22/07/2017,41,3910,3,1,2,230,102,2002,Frankston,-38.16404,145.18781,Eastern Victoria,8743
3766,Langwarrin,67 Union Rd,4,House,house with 4,900000,S,HAR,22/07/2017,41,3910,4,2,6,2026,,,Frankston,-38.15575,145.19516,Eastern Victoria,8743
3767,Meadow Heights,1/2 Dakara Cl,3,Unit,unit with 3,420000,S,YPA,22/07/2017,17.4,3048,3,1,1,658,94,1990,Hume,-37.64821,144.92527,Northern Metropolitan,4704
3768,Melton South,30 Bennett St,3,House,house with 3,375000,S,Raine,22/07/2017,29.8,3338,3,1,2,584,,1983,Melton,-37.71211,144.57704,Western Victoria,4718
3769,Melton South,8 Charles Ct,3,House,house with 3,326000,S,hockingstuart,22/07/2017,29.8,3338,3,1,1,611,115,1985,Melton,-37.69467,144.57827,Western Victoria,4718
3770,Melton South,6 Denny Pl,3,House,house with 3,400000,SP,YPA,22/07/2017,29.8,3338,3,2,2,800,,,Melton,-37.71691,144.57108,Western Victoria,4718
3771,Melton South,39 First Av,3,House,house with 3,412250,S,Ray,22/07/2017,29.8,3338,3,1,2,592,,,Melton,-37.70056,144.57125,Western Victoria,4718
3772,Melton West,33 Westmelton Dr,3,House,house with 3,371500,S,Raine,22/07/2017,31.7,3337,3,2,0,582,,,Melton,-37.6773,144.565,Northern Victoria,6065
3773,Mill Park,4 Streeton Cct,3,House,house with 3,725000,S,Ray,22/07/2017,17.9,3082,3,2,2,602,129,1980,Whittlesea,-37.66916,145.06912,Northern Metropolitan,10529
3774,Mordialloc,3/2 Woods Av,1,Unit,unit with 1,309000,S,Barry,22/07/2017,21.5,3195,1,1,1,57,42,1978,Kingston,-38.00331,145.09425,South-Eastern Metropolitan,3650
3775,Mulgrave,2 Kinkora Ct,3,House,house with 3,755000,S,Ray,22/07/2017,18.8,3170,3,2,2,197,132,2005,Monash,-37.92285,145.18549,South-Eastern Metropolitan,7113
3776,Mulgrave,25 Morawa Dr,3,House,house with 3,862000,S,Win,22/07/2017,18.8,3170,3,2,2,246,3,2002,Monash,-37.92829,145.19647,South-Eastern Metropolitan,7113
3777,Mulgrave,75 Wattle Gr,3,House,house with 3,815500,S,Ray,22/07/2017,18.8,3170,3,2,2,434,104,1960,Monash,-37.93228,145.15827,South-Eastern Metropolitan,7113
3778,Noble Park,2/21 Marna Ct,2,Unit,unit with 2,445000,S,iSell,22/07/2017,22.7,3174,2,1,3,197,82,1998,Greater Dandenong,-37.96903,145.18999,South-Eastern Metropolitan,11806
3779,Noble Park,371 Princes Hwy,3,House,house with 3,650000,SP,iSell,22/07/2017,22.7,3174,3,1,1,603,130,1970,Greater Dandenong,-37.96318,145.18962,South-Eastern Metropolitan,11806
3780,North Melbourne,306/64 MacAulay Rd,2,Unit,unit with 2,465000,SP,Jellis,22/07/2017,1.8,3051,2,1,1,0,53,2010,Melbourne,-37.79831,144.94261,Northern Metropolitan,6821
3781,Northcote,19 Charles St,3,House,house with 3,1290000,PI,McGrath,22/07/2017,5.3,3070,3,2,1,196,,1910,Darebin,-37.77651,144.99074,Northern Metropolitan,11364
3782,Northcote,31 Gladstone Av,3,House,house with 3,1335000,S,Nelson,22/07/2017,5.3,3070,3,1,1,390,112,1920,Darebin,-37.76588,144.99731,Northern Metropolitan,11364
3783,Northcote,304/481 High St,1,Unit,unit with 1,352500,S,Ray,22/07/2017,5.3,3070,1,1,1,1279,,,Darebin,-37.7662,144.99907,Northern Metropolitan,11364
3784,Northcote,8 Swift St,3,House,house with 3,1875000,S,McGrath,22/07/2017,5.3,3070,3,1,2,771,,1950,Darebin,-37.76631,145.01699,Northern Metropolitan,11364
3785,Oakleigh South,44 Golf Rd,4,House,house with 4,1390000,S,Buxton,22/07/2017,15.5,3167,4,2,2,558,243,2010,Monash,-37.91917,145.08807,South-Eastern Metropolitan,3692
3786,Pakenham,1 Loxton Wy,4,House,house with 4,643500,S,C21,22/07/2017,47.3,3810,4,2,2,600,300,2010,Cardinia,-38.07583,145.43698,Eastern Victoria,17384
3787,Pascoe Vale,16/43 Arndt Rd,2,Unit,unit with 2,541000,S,Nelson,22/07/2017,8.5,3044,2,1,1,133,,,Moreland,-37.72136,144.92932,Northern Metropolitan,7485
3788,Pascoe Vale,1A Braeside St,2,Townhouse,townhouse with 2,510000,PI,Nelson,22/07/2017,8.5,3044,2,1,1,129,88.3,2012,Moreland,-37.71865,144.95018,Northern Metropolitan,7485
3789,Pascoe Vale,3/25 Devon Rd,2,Unit,unit with 2,550000,SP,Rendina,22/07/2017,8.5,3044,2,1,1,164,80.7,2008,Moreland,-37.72219,144.92559,Northern Metropolitan,7485
3790,Pascoe Vale,2/8 Stewart St,2,Unit,unit with 2,580000,S,Nelson,22/07/2017,8.5,3044,2,1,1,103,111,2010,Moreland,-37.72773,144.92628,Northern Metropolitan,7485
3791,Pascoe Vale,1/18 Sylvan Gr,2,Unit,unit with 2,706000,S,Nelson,22/07/2017,8.5,3044,2,1,1,205,,1998,Moreland,-37.72998,144.94138,Northern Metropolitan,7485
3792,Preston,5/49 Austral Av,1,Unit,unit with 1,250000,PI,hockingstuart,22/07/2017,8.4,3072,1,1,1,631,34,1965,Darebin,-37.74495,144.99322,Northern Metropolitan,14577
3793,Preston,1/70 Bruce St,1,Unit,unit with 1,392000,S,Harcourts,22/07/2017,8.4,3072,1,1,1,629,41,1965,Darebin,-37.74144,144.99326,Northern Metropolitan,14577
3794,Preston,24 Dermot St,1,Unit,unit with 1,505000,SP,Woodards,22/07/2017,8.4,3072,1,1,1,102,43,2000,Darebin,-37.74679,145.01394,Northern Metropolitan,14577
3795,Preston,27 Pender St,3,House,house with 3,980000,S,Harrington,22/07/2017,8.4,3072,3,1,3,397,107,1925,Darebin,-37.73724,145.00984,Northern Metropolitan,14577
3796,Reservoir,4/26 Acheron Av,2,Unit,unit with 2,495000,S,Ray,22/07/2017,12,3073,2,1,1,134,,2013,Darebin,-37.7216,145.0178,Northern Metropolitan,21650
3797,Reservoir,9/23 Ashley St,2,House,house with 2,320000,PI,Ray,22/07/2017,12,3073,2,1,1,89,65,1965,Darebin,-37.71766,145.00132,Northern Metropolitan,21650
3798,Reservoir,1/3 Drysdale St,2,Townhouse,townhouse with 2,617500,SP,RW,22/07/2017,12,3073,2,2,1,0,114,2010,Darebin,-37.73012,145.02652,Northern Metropolitan,21650
3799,Reservoir,11 Knox St,5,House,house with 5,1282500,SA,Nelson,22/07/2017,12,3073,5,2,2,499,251,2015,Darebin,-37.72556,144.99021,Northern Metropolitan,21650
3800,Reservoir,20 Massey Av,4,House,house with 4,760500,S,Nelson,22/07/2017,12,3073,4,1,2,846,,,Darebin,-37.70559,144.9902,Northern Metropolitan,21650
3801,Richmond,221/253 Bridge Rd,2,Unit,unit with 2,419000,S,Jellis,22/07/2017,2.4,3121,2,1,1,3512,51,2011,Yarra,-37.81828,144.99789,Northern Metropolitan,14949
3802,Richmond,17 Dickmann St,3,House,house with 3,1590000,S,Biggin,22/07/2017,2.4,3121,3,2,1,83,,,Yarra,-37.82458,144.99767,Northern Metropolitan,14949
3803,Richmond,607/2 McGoun St,2,Unit,unit with 2,592000,SP,Biggin,22/07/2017,2.4,3121,2,2,2,2044,,,Yarra,-37.817,144.99554,Northern Metropolitan,14949
